Date,Region,Confirmed,Cumulative_Cases,Recovered,Cumulative_Recoveries,Accumulated_Active_Cases,Active_Cases,Accumulated_Deaths,Deaths,Accumulated_Non_Covid_Death,Non_Covid_Death
2020-01-01,Erongo,0,0,0,0,0,0,0,0,0,0
2020-01-02,Erongo,0,0,0,0,0,0,0,0,0,0
2020-01-03,Erongo,0,0,0,0,0,0,0,0,0,0
2020-01-04,Erongo,0,0,0,0,0,0,0,0,0,0
2020-01-05,Erongo,0,0,0,0,0,0,0,0,0,0
2020-01-06,Erongo,0,0,0,0,0,0,0,0,0,0
2020-01-07,Erongo,0,0,0,0,0,0,0,0,0,0
2020-01-08,Erongo,0,0,0,0,0,0,0,0,0,0
2020-01-09,Erongo,0,0,0,0,0,0,0,0,0,0
2020-01-10,Erongo,0,0,0,0,0,0,0,0,0,0
2020-01-11,Erongo,0,0,0,0,0,0,0,0,0,0
2020-01-12,Erongo,0,0,0,0,0,0,0,0,0,0
2020-01-13,Erongo,0,0,0,0,0,0,0,0,0,0
2020-01-14,Erongo,0,0,0,0,0,0,0,0,0,0
2020-01-15,Erongo,0,0,0,0,0,0,0,0,0,0
2020-01-16,Erongo,0,0,0,0,0,0,0,0,0,0
2020-01-17,Erongo,0,0,0,0,0,0,0,0,0,0
2020-01-18,Erongo,0,0,0,0,0,0,0,0,0,0
2020-01-19,Erongo,0,0,0,0,0,0,0,0,0,0
2020-01-20,Erongo,0,0,0,0,0,0,0,0,0,0
2020-01-21,Erongo,0,0,0,0,0,0,0,0,0,0
2020-01-22,Erongo,0,0,0,0,0,0,0,0,0,0
2020-01-23,Erongo,0,0,0,0,0,0,0,0,0,0
2020-01-24,Erongo,0,0,0,0,0,0,0,0,0,0
2020-01-25,Erongo,0,0,0,0,0,0,0,0,0,0
2020-01-26,Erongo,0,0,0,0,0,0,0,0,0,0
2020-01-27,Erongo,0,0,0,0,0,0,0,0,0,0
2020-01-28,Erongo,0,0,0,0,0,0,0,0,0,0
2020-01-29,Erongo,0,0,0,0,0,0,0,0,0,0
2020-01-30,Erongo,0,0,0,0,0,0,0,0,0,0
2020-01-31,Erongo,0,0,0,0,0,0,0,0,0,0
2020-02-01,Erongo,0,0,0,0,0,0,0,0,0,0
2020-02-02,Erongo,0,0,0,0,0,0,0,0,0,0
2020-02-03,Erongo,0,0,0,0,0,0,0,0,0,0
2020-02-04,Erongo,0,0,0,0,0,0,0,0,0,0
2020-02-05,Erongo,0,0,0,0,0,0,0,0,0,0
2020-02-06,Erongo,0,0,0,0,0,0,0,0,0,0
2020-02-07,Erongo,0,0,0,0,0,0,0,0,0,0
2020-02-08,Erongo,0,0,0,0,0,0,0,0,0,0
2020-02-09,Erongo,0,0,0,0,0,0,0,0,0,0
2020-02-10,Erongo,0,0,0,0,0,0,0,0,0,0
2020-02-11,Erongo,0,0,0,0,0,0,0,0,0,0
2020-02-12,Erongo,0,0,0,0,0,0,0,0,0,0
2020-02-13,Erongo,0,0,0,0,0,0,0,0,0,0
2020-02-14,Erongo,0,0,0,0,0,0,0,0,0,0
2020-02-15,Erongo,0,0,0,0,0,0,0,0,0,0
2020-02-16,Erongo,0,0,0,0,0,0,0,0,0,0
2020-02-17,Erongo,0,0,0,0,0,0,0,0,0,0
2020-02-18,Erongo,0,0,0,0,0,0,0,0,0,0
2020-02-19,Erongo,0,0,0,0,0,0,0,0,0,0
2020-02-20,Erongo,0,0,0,0,0,0,0,0,0,0
2020-02-21,Erongo,0,0,0,0,0,0,0,0,0,0
2020-02-22,Erongo,0,0,0,0,0,0,0,0,0,0
2020-02-23,Erongo,0,0,0,0,0,0,0,0,0,0
2020-02-24,Erongo,0,0,0,0,0,0,0,0,0,0
2020-02-25,Erongo,0,0,0,0,0,0,0,0,0,0
2020-02-26,Erongo,0,0,0,0,0,0,0,0,0,0
2020-02-27,Erongo,0,0,0,0,0,0,0,0,0,0
2020-02-28,Erongo,0,0,0,0,0,0,0,0,0,0
2020-02-29,Erongo,0,0,0,0,0,0,0,0,0,0
2020-03-01,Erongo,0,0,0,0,0,0,0,0,0,0
2020-03-02,Erongo,0,0,0,0,0,0,0,0,0,0
2020-03-03,Erongo,0,0,0,0,0,0,0,0,0,0
2020-03-04,Erongo,0,0,0,0,0,0,0,0,0,0
2020-03-05,Erongo,0,0,0,0,0,0,0,0,0,0
2020-03-06,Erongo,0,0,0,0,0,0,0,0,0,0
2020-03-07,Erongo,0,0,0,0,0,0,0,0,0,0
2020-03-08,Erongo,0,0,0,0,0,0,0,0,0,0
2020-03-09,Erongo,0,0,0,0,0,0,0,0,0,0
2020-03-10,Erongo,0,0,0,0,0,0,0,0,0,0
2020-03-11,Erongo,0,0,0,0,0,0,0,0,0,0
2020-03-12,Erongo,0,0,0,0,0,0,0,0,0,0
2020-03-13,Erongo,0,0,0,0,0,0,0,0,0,0
2020-03-14,Erongo,0,0,0,0,0,0,0,0,0,0
2020-03-15,Erongo,0,0,0,0,0,0,0,0,0,0
2020-03-16,Erongo,0,0,0,0,0,0,0,0,0,0
2020-03-17,Erongo,0,0,0,0,0,0,0,0,0,0
2020-03-18,Erongo,0,0,0,0,0,0,0,0,0,0
2020-03-19,Erongo,0,0,0,0,0,0,0,0,0,0
2020-03-20,Erongo,0,0,0,0,0,0,0,0,0,0
2020-03-21,Erongo,0,0,0,0,0,0,0,0,0,0
2020-03-22,Erongo,0,0,0,0,0,0,0,0,0,0
2020-03-23,Erongo,0,0,0,0,0,0,0,0,0,0
2020-03-24,Erongo,0,0,0,0,0,0,0,0,0,0
2020-03-25,Erongo,0,0,0,0,0,0,0,0,0,0
2020-03-26,Erongo,0,0,0,0,0,0,0,0,0,0
2020-03-27,Erongo,0,0,0,0,0,0,0,0,0,0
2020-03-28,Erongo,2,2,0,0,2,2,0,0,0,0
2020-03-29,Erongo,0,2,0,0,2,0,0,0,0,0
2020-03-30,Erongo,0,2,0,0,2,0,0,0,0,0
2020-03-31,Erongo,0,2,0,0,2,0,0,0,0,0
2020-04-01,Erongo,2,4,0,0,4,2,0,0,0,0
2020-04-02,Erongo,0,4,0,0,4,0,0,0,0,0
2020-04-03,Erongo,0,4,0,0,4,0,0,0,0,0
2020-04-04,Erongo,0,4,0,0,4,0,0,0,0,0
2020-04-05,Erongo,0,4,0,0,4,0,0,0,0,0
2020-04-06,Erongo,0,4,0,0,4,0,0,0,0,0
2020-04-07,Erongo,0,4,0,0,4,0,0,0,0,0
2020-04-08,Erongo,0,4,0,0,4,0,0,0,0,0
2020-04-09,Erongo,0,4,0,0,4,0,0,0,0,0
2020-04-10,Erongo,0,4,0,0,4,0,0,0,0,0
2020-04-11,Erongo,0,4,0,0,4,0,0,0,0,0
2020-04-12,Erongo,0,4,0,0,4,0,0,0,0,0
2020-04-13,Erongo,0,4,0,0,4,0,0,0,0,0
2020-04-14,Erongo,0,4,0,0,4,0,0,0,0,0
2020-04-15,Erongo,0,4,0,0,4,0,0,0,0,0
2020-04-16,Erongo,0,4,0,0,4,0,0,0,0,0
2020-04-17,Erongo,0,4,0,0,4,0,0,0,0,0
2020-04-18,Erongo,0,4,0,0,4,0,0,0,0,0
2020-04-19,Erongo,0,4,0,0,4,0,0,0,0,0
2020-04-20,Erongo,0,4,0,0,4,0,0,0,0,0
2020-04-21,Erongo,0,4,0,0,4,0,0,0,0,0
2020-04-22,Erongo,0,4,1,1,3,-1,0,0,0,0
2020-04-23,Erongo,0,4,0,1,3,0,0,0,0,0
2020-04-24,Erongo,0,4,0,1,3,0,0,0,0,0
2020-04-25,Erongo,0,4,0,1,3,0,0,0,0,0
2020-04-26,Erongo,0,4,0,1,3,0,0,0,0,0
2020-04-27,Erongo,0,4,0,1,3,0,0,0,0,0
2020-04-28,Erongo,0,4,0,1,3,0,0,0,0,0
2020-04-29,Erongo,0,4,0,1,3,0,0,0,0,0
2020-04-30,Erongo,0,4,0,1,3,0,0,0,0,0
2020-05-01,Erongo,0,4,0,1,3,0,0,0,0,0
2020-05-02,Erongo,0,4,0,1,3,0,0,0,0,0
2020-05-03,Erongo,0,4,0,1,3,0,0,0,0,0
2020-05-04,Erongo,0,4,0,1,3,0,0,0,0,0
2020-05-05,Erongo,0,4,0,1,3,0,0,0,0,0
2020-05-06,Erongo,0,4,0,1,3,0,0,0,0,0
2020-05-07,Erongo,0,4,0,1,3,0,0,0,0,0
2020-05-08,Erongo,0,4,0,1,3,0,0,0,0,0
2020-05-09,Erongo,0,4,1,2,2,-1,0,0,0,0
2020-05-10,Erongo,0,4,0,2,2,0,0,0,0,0
2020-05-11,Erongo,0,4,0,2,2,0,0,0,0,0
2020-05-12,Erongo,0,4,0,2,2,0,0,0,0,0
2020-05-13,Erongo,0,4,1,3,1,-1,0,0,0,0
2020-05-14,Erongo,0,4,0,3,1,0,0,0,0,0
2020-05-15,Erongo,0,4,0,3,1,0,0,0,0,0
2020-05-16,Erongo,0,4,0,3,1,0,0,0,0,0
2020-05-17,Erongo,0,4,0,3,1,0,0,0,0,0
2020-05-18,Erongo,0,4,0,3,1,0,0,0,0,0
2020-05-19,Erongo,0,4,0,3,1,0,0,0,0,0
2020-05-20,Erongo,0,4,0,3,1,0,0,0,0,0
2020-05-21,Erongo,0,4,1,4,0,-1,0,0,0,0
2020-05-22,Erongo,0,4,0,4,0,0,0,0,0,0
2020-05-23,Erongo,1,5,0,4,1,1,0,0,0,0
2020-05-24,Erongo,0,5,0,4,1,0,0,0,0,0
2020-05-25,Erongo,0,5,0,4,1,0,0,0,0,0
2020-05-26,Erongo,1,6,0,4,2,1,0,0,0,0
2020-05-27,Erongo,0,6,0,4,2,0,0,0,0,0
2020-05-28,Erongo,0,6,0,4,2,0,0,0,0,0
2020-05-29,Erongo,0,6,0,4,2,0,0,0,0,0
2020-05-30,Erongo,1,7,0,4,3,1,0,0,0,0
2020-05-31,Erongo,0,7,0,4,3,0,0,0,0,0
2020-06-01,Erongo,0,7,0,4,3,0,0,0,0,0
2020-06-02,Erongo,0,7,0,4,3,0,0,0,0,0
2020-06-03,Erongo,0,7,0,4,3,0,0,0,0,0
2020-06-04,Erongo,0,7,0,4,3,0,0,0,0,0
2020-06-05,Erongo,1,8,0,4,4,1,0,0,0,0
2020-06-06,Erongo,0,8,0,4,4,0,0,0,0,0
2020-06-07,Erongo,0,8,0,4,4,0,0,0,0,0
2020-06-08,Erongo,0,8,0,4,4,0,0,0,0,0
2020-06-09,Erongo,0,8,0,4,4,0,0,0,0,0
2020-06-10,Erongo,0,8,0,4,4,0,0,0,0,0
2020-06-11,Erongo,0,8,0,4,4,0,0,0,0,0
2020-06-12,Erongo,1,9,0,4,5,1,0,0,0,0
2020-06-13,Erongo,0,9,0,4,5,0,0,0,0,0
2020-06-14,Erongo,0,9,0,4,5,0,0,0,0,0
2020-06-15,Erongo,1,10,0,4,6,1,0,0,0,0
2020-06-16,Erongo,0,10,1,5,5,-1,0,0,0,0
2020-06-17,Erongo,3,13,1,6,7,2,0,0,0,0
2020-06-18,Erongo,6,19,0,6,13,6,0,0,0,0
2020-06-19,Erongo,0,19,0,6,13,0,0,0,0,0
2020-06-20,Erongo,10,29,0,6,23,10,0,0,0,0
2020-06-21,Erongo,5,34,0,6,28,5,0,0,0,0
2020-06-22,Erongo,8,42,0,6,36,8,0,0,0,0
2020-06-23,Erongo,1,43,0,6,37,1,0,0,0,0
2020-06-24,Erongo,23,66,0,6,60,23,0,0,0,0
2020-06-25,Erongo,3,69,0,6,63,3,0,0,0,0
2020-06-26,Erongo,15,84,0,6,78,15,0,0,0,0
2020-06-27,Erongo,29,113,0,6,107,29,0,0,0,0
2020-06-28,Erongo,33,146,1,7,139,32,0,0,0,0
2020-06-29,Erongo,15,161,0,7,154,15,0,0,0,0
2020-06-30,Erongo,51,212,0,7,205,51,0,0,0,0
2020-07-01,Erongo,35,247,0,7,240,35,0,0,0,0
2020-07-02,Erongo,39,286,1,8,278,38,0,0,0,0
2020-07-03,Erongo,41,327,0,8,319,41,0,0,0,0
2020-07-04,Erongo,36,363,0,8,355,36,0,0,0,0
2020-07-05,Erongo,72,435,0,8,427,72,0,0,0,0
2020-07-06,Erongo,53,488,0,8,480,53,0,0,0,0
2020-07-07,Erongo,53,541,0,8,533,53,0,0,0,0
2020-07-08,Erongo,20,561,0,8,553,20,0,0,0,0
2020-07-09,Erongo,49,610,0,8,601,48,1,1,0,0
2020-07-10,Erongo,44,654,0,8,645,44,1,0,0,0
2020-07-11,Erongo,69,723,0,8,714,69,1,0,0,0
2020-07-12,Erongo,73,796,2,10,785,71,1,0,0,0
2020-07-13,Erongo,3,799,0,10,787,2,2,1,0,0
2020-07-14,Erongo,91,890,1,11,877,90,2,0,0,0
2020-07-15,Erongo,70,960,0,11,947,70,2,0,0,0
2020-07-16,Erongo,41,1001,1,12,987,40,2,0,0,0
2020-07-17,Erongo,120,1121,0,12,1107,120,2,0,0,0
2020-07-18,Erongo,44,1165,2,14,1148,41,3,1,0,0
2020-07-19,Erongo,93,1258,4,18,1236,88,4,1,0,0
2020-07-20,Erongo,21,1279,15,33,1239,3,7,3,0,0
2020-07-21,Erongo,32,1311,3,36,1268,29,7,0,0,0
2020-07-22,Erongo,111,1422,5,41,1374,106,7,0,0,0
2020-07-23,Erongo,79,1501,3,44,1450,76,7,0,0,0
2020-07-24,Erongo,56,1557,0,44,1506,56,7,0,0,0
2020-07-25,Erongo,81,1638,1,45,1585,79,8,1,0,0
2020-07-26,Erongo,61,1699,25,70,1621,36,8,0,0,0
2020-07-27,Erongo,60,1759,3,73,1678,57,8,0,0,0
2020-07-28,Erongo,59,1818,0,73,1736,58,9,1,0,0
2020-07-29,Erongo,52,1870,58,131,1730,-6,9,0,0,0
2020-07-30,Erongo,70,1940,0,131,1800,70,9,0,0,0
2020-07-31,Erongo,59,1999,5,136,1853,53,10,1,0,0
2020-08-01,Erongo,55,2054,9,145,1899,46,10,0,0,0
2020-08-02,Erongo,94,2148,0,145,1993,94,10,0,0,0
2020-08-03,Erongo,49,2197,7,152,2035,42,10,0,0,0
2020-08-04,Erongo,40,2237,325,477,1750,-285,10,0,0,0
2020-08-05,Erongo,78,2315,0,477,1825,75,13,3,0,0
2020-08-06,Erongo,102,2417,7,484,1920,95,13,0,0,0
2020-08-07,Erongo,16,2433,52,536,1884,-36,13,0,0,0
2020-08-08,Erongo,44,2477,41,577,1886,2,14,1,0,0
2020-08-09,Erongo,73,2550,0,577,1959,73,14,0,0,0
2020-08-10,Erongo,45,2595,0,577,2004,45,14,0,0,0
2020-08-11,Erongo,97,2692,89,666,2010,6,16,2,0,0
2020-08-12,Erongo,60,2752,11,677,2055,45,20,4,0,0
2020-08-13,Erongo,74,2826,1458,2135,670,-1385,21,1,0,0
2020-08-14,Erongo,57,2883,0,2135,726,56,22,1,0,0
2020-08-15,Erongo,71,2954,0,2135,797,71,22,0,0,0
2020-08-16,Erongo,26,2980,0,2135,823,26,22,0,0,0
2020-08-17,Erongo,26,3006,0,2135,849,26,22,0,0,0
2020-08-18,Erongo,28,3034,0,2135,877,28,22,0,0,0
2020-08-19,Erongo,57,3091,0,2135,934,57,22,0,0,0
2020-08-20,Erongo,46,3137,0,2135,980,46,22,0,0,0
2020-08-21,Erongo,86,3223,0,2135,1063,83,25,3,0,0
2020-08-22,Erongo,23,3246,0,2135,1086,23,25,0,0,0
2020-08-23,Erongo,13,3259,0,2135,1098,12,26,1,0,0
2020-08-24,Erongo,50,3309,75,2210,1073,-25,26,0,0,0
2020-08-25,Erongo,27,3336,0,2210,1099,26,27,1,0,0
2020-08-26,Erongo,37,3373,4,2214,1132,33,27,0,0,0
2020-08-27,Erongo,27,3400,0,2214,1158,26,28,1,0,0
2020-08-28,Erongo,20,3420,0,2214,1178,20,28,0,0,0
2020-08-29,Erongo,9,3429,85,2299,1102,-76,28,0,0,0
2020-08-30,Erongo,32,3461,0,2299,1133,31,29,1,0,0
2020-08-31,Erongo,11,3472,0,2299,1143,10,30,1,0,0
2020-09-01,Erongo,23,3495,0,2299,1166,23,30,0,0,0
2020-09-02,Erongo,17,3512,0,2299,1182,16,31,1,0,0
2020-09-03,Erongo,14,3526,0,2299,1196,14,31,0,0,0
2020-09-04,Erongo,25,3551,0,2299,1221,25,31,0,0,0
2020-09-05,Erongo,27,3578,9,2308,1239,18,31,0,0,0
2020-09-06,Erongo,14,3592,0,2308,1252,13,32,1,0,0
2020-09-07,Erongo,9,3601,156,2464,1105,-147,32,0,0,0
2020-09-08,Erongo,37,3638,59,2523,1083,-22,32,0,0,0
2020-09-09,Erongo,16,3654,0,2523,1099,16,32,0,0,0
2020-09-10,Erongo,31,3685,0,2523,1130,31,32,0,0,0
2020-09-11,Erongo,8,3693,498,3021,640,-490,32,0,0,0
2020-09-12,Erongo,12,3705,0,3021,652,12,32,0,0,0
2020-09-13,Erongo,5,3710,130,3151,526,-126,33,1,0,0
2020-09-14,Erongo,12,3722,478,3629,59,-467,34,1,0,0
2020-09-15,Erongo,5,3727,8,3637,55,-4,35,1,0,0
2020-09-16,Erongo,14,3741,0,3637,69,14,35,0,0,0
2020-09-17,Erongo,9,3750,65,3702,13,-56,35,0,0,0
2020-09-18,Erongo,9,3759,0,3702,22,9,35,0,0,0
2020-09-19,Erongo,10,3769,21,3723,10,-12,36,1,0,0
2020-09-20,Erongo,25,3794,0,3723,35,25,36,0,0,0
2020-09-21,Erongo,6,3800,0,3723,40,5,37,1,0,0
2020-09-22,Erongo,6,3806,0,3723,46,6,37,0,0,0
2020-09-23,Erongo,4,3810,0,3723,50,4,37,0,0,0
2020-09-24,Erongo,8,3818,0,3723,58,8,37,0,0,0
2020-09-25,Erongo,5,3823,7,3730,56,-2,37,0,0,0
2020-09-26,Erongo,14,3837,22,3752,48,-8,37,0,0,0
2020-09-27,Erongo,3,3840,0,3752,51,3,37,0,0,0
2020-09-28,Erongo,0,3840,0,3752,51,0,37,0,0,0
2020-09-29,Erongo,14,3854,0,3752,65,14,37,0,0,0
2020-09-30,Erongo,0,3854,0,3752,64,-1,38,1,0,0
2020-10-01,Erongo,11,3865,5,3757,70,6,38,0,0,0
2020-10-02,Erongo,3,3868,11,3768,62,-8,38,0,0,0
2020-10-03,Erongo,1,3869,0,3768,63,1,38,0,0,0
2020-10-04,Erongo,3,3872,0,3768,66,3,38,0,0,0
2020-10-05,Erongo,0,3872,19,3787,47,-19,38,0,0,0
2020-10-06,Erongo,1,3873,16,3803,32,-15,38,0,0,0
2020-10-07,Erongo,4,3877,0,3803,36,4,38,0,0,0
2020-10-08,Erongo,4,3881,0,3803,40,4,38,0,0,0
2020-10-09,Erongo,0,3881,0,3803,40,0,38,0,0,0
2020-10-10,Erongo,4,3885,0,3803,44,4,38,0,0,0
2020-10-11,Erongo,2,3887,0,3803,46,2,38,0,0,0
2020-10-12,Erongo,1,3888,7,3810,40,-6,38,0,0,0
2020-10-13,Erongo,1,3889,0,3810,41,1,38,0,0,0
2020-10-14,Erongo,3,3892,2,3812,42,1,38,0,0,0
2020-10-15,Erongo,5,3897,5,3817,42,0,38,0,0,0
2020-10-16,Erongo,2,3899,2,3819,42,0,38,0,0,0
2020-10-17,Erongo,6,3905,1,3820,47,5,38,0,0,0
2020-10-18,Erongo,2,3907,0,3820,49,2,38,0,0,0
2020-10-19,Erongo,0,3907,9,3829,40,-9,38,0,0,0
2020-10-20,Erongo,5,3912,0,3829,44,4,39,1,0,0
2020-10-21,Erongo,5,3917,0,3829,49,5,39,0,0,0
2020-10-22,Erongo,1,3918,0,3829,50,1,39,0,0,0
2020-10-23,Erongo,4,3922,0,3829,54,4,39,0,0,0
2020-10-24,Erongo,0,3922,0,3829,54,0,39,0,0,0
2020-10-25,Erongo,4,3926,0,3829,58,4,39,0,0,0
2020-10-26,Erongo,6,3932,9,3838,55,-3,39,0,0,0
2020-10-27,Erongo,3,3935,5,3843,53,-2,39,0,0,0
2020-10-28,Erongo,8,3943,0,3843,61,8,39,0,0,0
2020-10-29,Erongo,0,3943,0,3843,61,0,39,0,0,0
2020-10-30,Erongo,5,3948,3,3846,63,2,39,0,0,0
2020-10-31,Erongo,4,3952,0,3846,67,4,39,0,0,0
2020-11-01,Erongo,1,3953,0,3846,68,1,39,0,0,0
2020-11-02,Erongo,0,3953,0,3846,68,0,39,0,0,0
2020-11-03,Erongo,0,3953,4,3850,64,-4,39,0,0,0
2020-11-04,Erongo,2,3955,0,3850,66,2,39,0,0,0
2020-11-05,Erongo,4,3959,7,3857,62,-4,39,0,1,1
2020-11-06,Erongo,3,3962,7,3864,58,-4,39,0,1,0
2020-11-07,Erongo,5,3967,3,3867,60,2,39,0,1,0
2020-11-08,Erongo,0,3967,0,3867,60,0,39,0,1,0
2020-11-09,Erongo,1,3968,0,3867,61,1,39,0,1,0
2020-11-10,Erongo,2,3970,3,3870,60,-1,39,0,1,0
2020-11-11,Erongo,2,3972,7,3877,55,-5,39,0,1,0
2020-11-12,Erongo,5,3977,2,3879,57,2,40,1,1,0
2020-11-13,Erongo,7,3984,0,3879,64,7,40,0,1,0
2020-11-14,Erongo,1,3985,1,3880,64,0,40,0,1,0
2020-11-15,Erongo,3,3988,1,3881,66,2,40,0,1,0
2020-11-16,Erongo,0,3988,40,3921,25,-41,41,1,1,0
2020-11-17,Erongo,4,3992,3,3924,26,1,41,0,1,0
2020-11-18,Erongo,3,3995,0,3924,29,3,41,0,1,0
2020-11-19,Erongo,5,4000,0,3924,34,5,41,0,1,0
2020-11-20,Erongo,8,4008,8,3932,34,0,41,0,1,0
2020-11-21,Erongo,15,4023,4,3936,45,11,41,0,1,0
2020-11-22,Erongo,6,4029,3,3939,48,3,41,0,1,0
2020-11-23,Erongo,0,4029,0,3939,48,0,41,0,1,0
2020-11-24,Erongo,5,4034,5,3944,48,0,41,0,1,0
2020-11-25,Erongo,3,4037,9,3953,42,-6,41,0,1,0
2020-11-26,Erongo,2,4039,0,3953,44,2,41,0,1,0
2020-11-27,Erongo,7,4046,0,3953,51,7,41,0,1,0
2020-11-28,Erongo,3,4049,9,3962,45,-6,41,0,1,0
2020-11-29,Erongo,7,4056,0,3962,52,7,41,0,1,0
2020-11-30,Erongo,1,4057,13,3975,40,-12,41,0,1,0
2020-12-01,Erongo,9,4066,9,3984,40,0,41,0,1,0
2020-12-02,Erongo,13,4079,2,3986,51,11,41,0,1,0
2020-12-03,Erongo,30,4109,0,3986,81,30,41,0,1,0
2020-12-04,Erongo,45,4154,0,3986,126,45,41,0,1,0
2020-12-05,Erongo,25,4179,9,3995,142,16,41,0,1,0
2020-12-06,Erongo,14,4193,0,3995,156,14,41,0,1,0
2020-12-07,Erongo,4,4197,0,3995,159,3,42,1,1,0
2020-12-08,Erongo,13,4210,40,4035,132,-27,42,0,1,0
2020-12-09,Erongo,33,4243,0,4035,165,33,42,0,1,0
2020-12-10,Erongo,53,4296,15,4050,203,38,42,0,1,0
2020-12-11,Erongo,11,4307,5,4055,209,6,42,0,1,0
2020-12-12,Erongo,9,4316,25,4080,193,-16,42,0,1,0
2020-12-13,Erongo,19,4335,0,4080,212,19,42,0,1,0
2020-12-14,Erongo,7,4342,0,4080,218,6,43,1,1,0
2020-12-15,Erongo,18,4360,69,4149,167,-51,43,0,1,0
2020-12-16,Erongo,49,4409,27,4176,189,22,43,0,1,0
2020-12-17,Erongo,40,4449,69,4245,160,-29,43,0,1,0
2020-12-18,Erongo,33,4482,11,4256,182,22,43,0,1,0
2020-12-19,Erongo,89,4571,17,4273,253,71,44,1,1,0
2020-12-20,Erongo,70,4641,0,4273,323,70,44,0,1,0
2020-12-21,Erongo,20,4661,0,4273,343,20,44,0,1,0
2020-12-22,Erongo,87,4748,46,4319,384,41,44,0,1,0
2020-12-23,Erongo,47,4795,0,4319,429,45,46,2,1,0
2020-12-24,Erongo,103,4898,0,4319,532,103,46,0,1,0
2020-12-25,Erongo,11,4909,0,4319,543,11,46,0,1,0
2020-12-26,Erongo,125,5034,0,4319,666,123,48,2,1,0
2020-12-27,Erongo,90,5124,70,4389,686,20,48,0,1,0
2020-12-28,Erongo,89,5213,121,4510,653,-33,49,1,1,0
2020-12-29,Erongo,63,5276,133,4643,583,-70,49,0,1,0
2020-12-30,Erongo,106,5382,35,4678,651,68,52,3,1,0
2020-12-31,Erongo,113,5495,101,4779,662,11,53,1,1,0
2021-01-01,Erongo,11,5506,89,4868,584,-78,53,0,1,0
2021-01-02,Erongo,86,5592,9,4877,661,77,53,0,1,0
2021-01-03,Erongo,71,5663,0,4877,731,70,54,1,1,0
2021-01-04,Erongo,39,5702,0,4877,769,38,55,1,1,0
2021-01-05,Erongo,41,5743,114,4991,695,-74,56,1,1,0
2021-01-06,Erongo,102,5845,42,5033,753,58,58,2,1,0
2021-01-07,Erongo,133,5978,71,5104,813,60,59,1,2,1
2021-01-08,Erongo,78,6056,100,5204,789,-24,60,1,3,1
2021-01-09,Erongo,112,6168,224,5428,677,-112,60,0,3,0
2021-01-10,Erongo,51,6219,85,5513,641,-36,62,2,3,0
2021-01-11,Erongo,31,6250,0,5513,672,31,62,0,3,0
2021-01-12,Erongo,49,6299,0,5513,719,47,64,2,3,0
2021-01-13,Erongo,73,6372,33,5546,757,38,66,2,3,0
2021-01-14,Erongo,40,6412,0,5546,794,37,69,3,3,0
2021-01-15,Erongo,51,6463,0,5546,845,51,69,0,3,0
2021-01-16,Erongo,46,6509,288,5834,603,-242,69,0,3,0
2021-01-17,Erongo,17,6526,0,5834,619,16,70,1,3,0
2021-01-18,Erongo,27,6553,0,5834,646,27,70,0,3,0
2021-01-19,Erongo,33,6586,173,6007,505,-141,71,1,3,0
2021-01-20,Erongo,32,6618,21,6028,513,8,73,2,4,1
2021-01-21,Erongo,25,6643,0,6028,538,25,73,0,4,0
2021-01-22,Erongo,53,6696,84,6112,506,-32,74,1,4,0
2021-01-23,Erongo,32,6728,85,6197,453,-53,74,0,4,0
2021-01-24,Erongo,28,6756,10,6207,471,18,74,0,4,0
2021-01-25,Erongo,25,6781,0,6207,495,24,75,1,4,0
2021-01-26,Erongo,37,6818,214,6421,317,-178,76,1,4,0
2021-01-27,Erongo,26,6844,58,6479,285,-32,76,0,4,0
2021-01-28,Erongo,23,6867,146,6625,162,-123,76,0,4,0
2021-01-29,Erongo,22,6889,21,6646,162,0,77,1,4,0
2021-01-30,Erongo,53,6942,52,6698,163,1,77,0,4,0
2021-01-31,Erongo,21,6963,47,6745,137,-26,77,0,4,0
2021-02-01,Erongo,21,6984,0,6745,156,19,79,2,4,0
2021-02-02,Erongo,3,6987,11,6756,148,-8,79,0,4,0
2021-02-03,Erongo,20,7007,0,6756,168,20,79,0,4,0
2021-02-04,Erongo,12,7019,0,6756,179,11,80,1,4,0
2021-02-05,Erongo,76,7095,18,6774,237,58,80,0,4,0
2021-02-06,Erongo,28,7123,42,6816,223,-14,80,0,4,0
2021-02-07,Erongo,4,7127,0,6816,227,4,80,0,4,0
2021-02-08,Erongo,1,7128,0,6816,228,1,80,0,4,0
2021-02-09,Erongo,2,7130,70,6886,159,-69,81,1,4,0
2021-02-10,Erongo,12,7142,0,6886,171,12,81,0,4,0
2021-02-11,Erongo,12,7154,0,6886,181,10,83,2,4,0
2021-02-12,Erongo,33,7187,23,6909,191,10,83,0,4,0
2021-02-13,Erongo,21,7208,13,6922,197,6,85,2,4,0
2021-02-14,Erongo,8,7216,0,6922,205,8,85,0,4,0
2021-02-15,Erongo,1,7217,19,6941,185,-20,87,2,4,0
2021-02-16,Erongo,4,7221,0,6941,189,4,87,0,4,0
2021-02-17,Erongo,18,7239,83,7024,124,-65,87,0,4,0
2021-02-18,Erongo,55,7294,18,7042,161,37,87,0,4,0
2021-02-19,Erongo,2,7296,43,7085,120,-41,87,0,4,0
2021-02-20,Erongo,29,7325,0,7085,149,29,87,0,4,0
