Date,Daily_New_Cases,Accumulative_Cases,Male,Female,Daily_Recoveries,Accumulative_Recoveries,Active_Cases,Daily _Deaths,Accumulative_Daily_Deaths,Accumulative_Non_Covid_Deaths,Learners_infected,Total_tests_Conducted
8/30/2021,90,125136,26,64,551,119431,2311,10,3383,11,21,660118
8/31/2021,70,125206,23,47,279,119710,2095,7,3390,11,21,661329
9/1/2021,107,125313,43,64,36,119746,2161,5,3395,11,22,662505
9/2/2021,181,125494,75,106,50,119796,2284,8,3403,11,96,664093
9/3/2021,116,125610,41,75,74,119870,2321,5,3408,11,45,666335
9/4/2021,49,125659,26,23,60,119930,2310,0,3408,11,12,667446
9/5/2021,113,125772,48,65,882,120812,1539,2,3410,11,58,668672
9/6/2021,125,125897,47,78,108,120920,1548,7,3417,12,35,669811
9/7/2021,69,125966,24,45,153,121073,1459,5,3422,12,9,671302
9/8/2021,59,126025,18,41,71,121144,1443,4,3426,12,19,672778
9/9/2021,178,126203,79,99,94,121238,1522,5,3431,12,88,674205
9/10/2021,87,126290,30,57,133,121371,1472,4,3435,12,25,675886
9/11/2021,51,126341,21,30,43,121414,1479,1,3436,12,20,677226
9/12/2021,89,126430,34,55,231,121645,1336,1,3437,12,35,678222
9/13/2021,68,126498,34,34,125,121770,1268,11,3448,12,0,679012
9/14/2021,39,126537,14,25,54,121824,1245,8,3456,12,3,0
9/15/2021,91,126628,40,51,48,121872,1283,5,3461,12,18,681868
9/16/2021,80,126708,33,47,168,122040,1190,5,3466,12,21,684387
9/17/2021,103,126811,44,59,41,122081,1251,1,3467,12,41,686029
9/18/2021,89,126900,36,53,8,122089,1330,2,3469,12,50,687434
9/19/2021,100,127000,50,50,119,122208,1308,3,3472,12,0,688760
9/20/2021,35,127035,18,17,70,122278,1267,6,3478,12,13,0
9/21/2021,36,127071,13,23,261,122539,1032,10,3488,12,6,690744
9/22/2021,111,127182,55,56,36,122575,1105,2,3490,12,0,691844
9/23/2021,45,127227,16,29,71,122646,1077,2,3492,12,12,693832
9/24/2021,34,127261,11,23,88,122734,1021,2,3494,12,12,695261
9/25/2021,112,127373,48,64,19,122753,1114,0,3494,12,66,696959
9/26/2021,120,127493,55,65,35,122788,1199,0,3494,12,64,698457
9/27/2021,53,127546,20,33,0,122788,1238,14,3508,12,0,700104
9/28/2021,43,127589,19,24,105,122893,1173,3,3511,12,11,0
9/29/2021,91,127680,39,52,38,122931,1223,3,3514,12,31,703334
9/30/2021,76,127756,34,42,88,123019,1211,0,3514,12,39,705503
